GroupID,GroupName,VariableID,VariableName,VariableDescription
CARS,California Association of Realtors,Affordability,CARS Affordability Index,C.A.R.'s Traditional Housing Affordability Index (HAI) measures the percentage of households that can afford to purchase the median priced home in the state and regions of California based on traditional assumptions. C.A.R. also reports its traditional and first-time buyer indexes for regions and select counties within the state. The HAI is the most fundamental measure of housing well-being for buyers in the state.
B25081,Mortgage Status,Margin of Error; Total:,Margin of Error; Total:,Margin of Error - The count of housing units in sample
B25081,Mortgage Status,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt:","Count of housing units with a mortgage, contract to purchas, or similar debt"
B25081,Mortgage Status,"Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt:","Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt:","Margin of Error - Count of housing units with a mortgage, contract to purchas, or similar debt"
B25081,Mortgage Status,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Count of housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:"
B25081,Mortgage Status,"Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Magin of Error - Count of housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:"
B25081,Mortgage Status,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Count of housing units with a mortgage, contract to purchase, or similar debt: - With  a second mortgage"
B25081,Mortgage Status,"Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Margin of Error - Count of housing units with a mortgage, contract to purchase, or similar debt: - With  a second mortgage"
B25081,Mortgage Status,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Count of housing units with a mortgage, contract to purchase, or similar debt: - With Home equity loan"
B25081,Mortgage Status,"Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Margin of Error - Count of housing units with a mortgage, contract to purchase, or similar debt: - With Home equity loan"
B25081,Mortgage Status,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Count of housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan"
B25081,Mortgage Status,"Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Count of housing units with a mortgage, contract to purchase, or Margin of Error - similar debt: - Both second mortgage and home equity loan"
B25081,Mortgage Status,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan","Count of housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan"
B25081,Mortgage Status,"Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan","Margin of Error; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan","Margin of Error - Count of housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan"
B25081,Mortgage Status,Estimate; Housing units without a mortgage,Estimate; Housing units without a mortgage,Count of housing units without a mortgage
B25081,Mortgage Status,Margin of Error; Housing units without a mortgage,Margin of Error; Housing units without a mortgage,Margin of Error - Count of housing units without a mortgage
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Total:,Estimate; Total:,The count of housing units in the sample
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Total:,Margin of Error; Total:,Margin of Error - The count of housing units in the sample
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage:,Estimate; Housing units with a mortgage:,The count of households with a mortgage
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Margin of Error - The count of housing units with a mortgage
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - Less than 10.0 percent,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,"Margin of Error - The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,"Margin of Error - The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,"Margin of Error - The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,"Margin of Error - The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,"Margin of Error - The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,"Margin of Error - The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,"Margin of Error - The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,"Margin of Error - The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
B25091,Mortgage Status by monthly owner costs as percentage of household income,Estimate; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - 50.0 percent or more,"The count of housing units with a mortgage, with monthly costs as a percentage of household income in specified bracket"
